date,state,zone,total_visitors_nights
1998-04-01,WAU,Coast,3334.4054075999998
1998-07-01,WAU,Coast,4365.844090899999
1998-10-01,WAU,Coast,4521.9957285
1999-01-01,WAU,Coast,3579.3465925
1999-04-01,WAU,Coast,3408.5328827
1999-07-01,WAU,Coast,3979.3141922000004
1999-10-01,WAU,Coast,3364.6815416000004
2000-01-01,WAU,Coast,3728.5020047000003
2000-04-01,WAU,Coast,3340.7954133999997
2000-07-01,WAU,Coast,3755.4498145
2000-10-01,WAU,Coast,2906.9490816
2001-01-01,WAU,Coast,2737.2048847
2001-04-01,WAU,Coast,3633.6536662
2001-07-01,WAU,Coast,3550.4968837
2001-10-01,WAU,Coast,3933.3199172000004
2002-01-01,WAU,Coast,3815.2831429000003
2002-04-01,WAU,Coast,3217.1023699
2002-07-01,WAU,Coast,3926.5137975999996
2002-10-01,WAU,Coast,3696.8019118
2003-01-01,WAU,Coast,3550.069562
2003-04-01,WAU,Coast,3075.9723876
2003-07-01,WAU,Coast,4703.0736927
2003-10-01,WAU,Coast,3663.2871714
2004-01-01,WAU,Coast,3866.3428069
2004-04-01,WAU,Coast,3023.0775283
2004-07-01,WAU,Coast,5013.0585449
2004-10-01,WAU,Coast,4355.119639
2005-01-01,WAU,Coast,3778.6031438
2005-04-01,WAU,Coast,3217.9649636
2005-07-01,WAU,Coast,3787.9992537000003
2005-10-01,WAU,Coast,3344.4041686
2006-01-01,WAU,Coast,3439.66828
2006-04-01,WAU,Coast,3586.984645
2006-07-01,WAU,Coast,4351.379475
2006-10-01,WAU,Coast,4044.4143189999995
2007-01-01,WAU,Coast,4169.6921351
2007-04-01,WAU,Coast,4248.1485569999995
2007-07-01,WAU,Coast,5315.5838864
2007-10-01,WAU,Coast,3856.4695037
2008-01-01,WAU,Coast,3689.4825564999996
2008-04-01,WAU,Coast,3041.3864773
2008-07-01,WAU,Coast,4548.8599672
2008-10-01,WAU,Coast,2693.3222183
2009-01-01,WAU,Coast,3065.6401756
2009-04-01,WAU,Coast,2649.5068472000003
2009-07-01,WAU,Coast,3425.2737933
2009-10-01,WAU,Coast,2350.3463585
2010-01-01,WAU,Coast,2951.7808613
2010-04-01,WAU,Coast,2611.6532521
2010-07-01,WAU,Coast,4173.9777315
2010-10-01,WAU,Coast,3071.0419742999998
2011-01-01,WAU,Coast,3240.3937287
2011-04-01,WAU,Coast,2979.7810737
2011-07-01,WAU,Coast,3596.9949626999996
2011-10-01,WAU,Coast,3272.2376013999997
2012-01-01,WAU,Coast,3654.5253908
2012-04-01,WAU,Coast,3578.1851124
2012-07-01,WAU,Coast,3466.4731113
2012-10-01,WAU,Coast,4108.3370055000005
2013-01-01,WAU,Coast,3876.6691358999997
2013-04-01,WAU,Coast,3495.1681052
2013-07-01,WAU,Coast,4388.933602200001
2013-10-01,WAU,Coast,3467.3038305
2014-01-01,WAU,Coast,5630.403218300001
2014-04-01,WAU,Coast,5270.4820685
2014-07-01,WAU,Coast,5259.4199297
2014-10-01,WAU,Coast,5620.602913200001
2015-01-01,WAU,Coast,5497.129395499999
2015-04-01,WAU,Coast,5219.8039466
2015-07-01,WAU,Coast,6347.6132432
2015-10-01,WAU,Coast,6174.6180051
2016-01-01,WAU,Coast,6738.585713200001
2016-04-01,WAU,Coast,5937.479060299999
2016-07-01,WAU,Coast,6065.8077892
2016-10-01,WAU,Coast,5983.870052599999
1998-01-01,WAU,Inner,694.9953720999999
1998-04-01,WAU,Inner,557.679575
1998-07-01,WAU,Inner,1006.1844166000001
1998-10-01,WAU,Inner,1172.5514471000001
1999-01-01,WAU,Inner,398.1829092
1999-04-01,WAU,Inner,596.0181615
1999-07-01,WAU,Inner,951.4561603
1999-10-01,WAU,Inner,832.4045797
2000-01-01,WAU,Inner,548.1368318
2000-04-01,WAU,Inner,612.6219375000001
2000-07-01,WAU,Inner,656.8117344
2000-10-01,WAU,Inner,1092.5981758
2001-01-01,WAU,Inner,730.1630740999999
2001-04-01,WAU,Inner,599.4801067999999
2001-07-01,WAU,Inner,860.4461721
2001-10-01,WAU,Inner,1006.3038818000001
2002-01-01,WAU,Inner,1000.6523127
2002-04-01,WAU,Inner,1098.8115619
2002-07-01,WAU,Inner,797.6716895
2002-10-01,WAU,Inner,738.2546087999999
2003-01-01,WAU,Inner,886.7688204000001
2003-04-01,WAU,Inner,648.429123
2003-07-01,WAU,Inner,878.7379401999999
2003-10-01,WAU,Inner,1516.986494
2004-01-01,WAU,Inner,972.7235790999999
2004-04-01,WAU,Inner,511.93940319999996
2004-07-01,WAU,Inner,806.2099681999999
2004-10-01,WAU,Inner,820.7579837000001
2005-01-01,WAU,Inner,621.5285511000001
2005-04-01,WAU,Inner,715.4718081
2005-07-01,WAU,Inner,682.7107711
2005-10-01,WAU,Inner,663.2314222
2006-01-01,WAU,Inner,671.019401
2006-04-01,WAU,Inner,771.67946
2006-07-01,WAU,Inner,684.4545549999999
2006-10-01,WAU,Inner,680.441312
2007-01-01,WAU,Inner,600.0638036
2007-04-01,WAU,Inner,677.266265
2007-07-01,WAU,Inner,1155.1823610000001
2007-10-01,WAU,Inner,775.4374813
2008-01-01,WAU,Inner,661.0330859
2008-04-01,WAU,Inner,477.518155
2008-07-01,WAU,Inner,652.2018886
2008-10-01,WAU,Inner,619.8460927
2009-01-01,WAU,Inner,691.2244920999999
2009-04-01,WAU,Inner,469.63344159999997
2009-07-01,WAU,Inner,529.4804369
2009-10-01,WAU,Inner,573.1159729
2010-01-01,WAU,Inner,394.8897552
2010-04-01,WAU,Inner,501.24239719999997
2010-07-01,WAU,Inner,552.65747
2010-10-01,WAU,Inner,406.3121915
2011-01-01,WAU,Inner,695.7113803
2011-04-01,WAU,Inner,333.9399488
2011-07-01,WAU,Inner,699.8773351000001
2011-10-01,WAU,Inner,620.6606889999999
2012-01-01,WAU,Inner,532.9291574
2012-04-01,WAU,Inner,613.4872318
2012-07-01,WAU,Inner,815.5522023999999
2012-10-01,WAU,Inner,696.0486348000001
2013-01-01,WAU,Inner,574.3520329
2013-04-01,WAU,Inner,997.6553365999999
2013-07-01,WAU,Inner,627.8791935
2013-10-01,WAU,Inner,467.1651589
2014-01-01,WAU,Inner,764.8053358
2014-04-01,WAU,Inner,537.6912351
2014-07-01,WAU,Inner,874.9615287000001
2014-10-01,WAU,Inner,992.3311042
2015-01-01,WAU,Inner,1288.6234081999999
2015-04-01,WAU,Inner,773.6337445
2015-07-01,WAU,Inner,1088.080906
2015-10-01,WAU,Inner,1306.5454763999999
2016-01-01,WAU,Inner,1033.1225646
2016-04-01,WAU,Inner,1243.2784688
2016-07-01,WAU,Inner,1169.3276567
2016-10-01,WAU,Inner,1345.3844156999999
1998-01-01,OTH,Metro,3437.9239454000003
1998-04-01,OTH,Metro,2677.0811074000003
1998-07-01,OTH,Metro,3793.7428873
1998-10-01,OTH,Metro,3304.2310816000004
1999-01-01,OTH,Metro,3510.8187276
1999-04-01,OTH,Metro,2871.8674937
1999-07-01,OTH,Metro,3833.2309079000006
1999-10-01,OTH,Metro,3143.405657
2000-01-01,OTH,Metro,4126.2484116000005
2000-04-01,OTH,Metro,3032.59782
2000-07-01,OTH,Metro,4203.9693324
2000-10-01,OTH,Metro,3426.2929257
2001-01-01,OTH,Metro,2919.3465270999995
2001-04-01,OTH,Metro,3413.3701183
2001-07-01,OTH,Metro,3461.5602467
2001-10-01,OTH,Metro,3102.4146764999996
2002-01-01,OTH,Metro,3195.7842142
2002-04-01,OTH,Metro,2816.7046843999997
2002-07-01,OTH,Metro,3733.3593169999995
2002-10-01,OTH,Metro,3861.2576743
2003-01-01,OTH,Metro,2802.4228591000006
2003-04-01,OTH,Metro,3338.4876467999998
2003-07-01,OTH,Metro,3193.4933612000004
2003-10-01,OTH,Metro,3218.3147998000004
2004-01-01,OTH,Metro,4061.2923694
2004-04-01,OTH,Metro,3268.0684291000002
2004-07-01,OTH,Metro,3333.7400557
2004-10-01,OTH,Metro,3251.4255536000005
2005-01-01,OTH,Metro,3758.5752791000004
2005-04-01,OTH,Metro,2873.837178
2005-07-01,OTH,Metro,4155.5745605
2005-10-01,OTH,Metro,2599.0841124999997
2006-01-01,OTH,Metro,3578.4510649999997
2006-04-01,OTH,Metro,3837.716177
2006-07-01,OTH,Metro,3860.515761
2006-10-01,OTH,Metro,3331.924298
2007-01-01,OTH,Metro,4612.3508249
2007-04-01,OTH,Metro,4095.9139167
2007-07-01,OTH,Metro,3594.4151259
2007-10-01,OTH,Metro,3404.1251256
2008-01-01,OTH,Metro,3237.6731291
2008-04-01,OTH,Metro,2875.4924605
2008-07-01,OTH,Metro,3836.4798083999995
2008-10-01,OTH,Metro,2911.5515508999997
2009-01-01,OTH,Metro,3243.3087216
2009-04-01,OTH,Metro,3274.4855093
2009-07-01,OTH,Metro,3705.9372242000004
2009-10-01,OTH,Metro,2987.3594808
2010-01-01,OTH,Metro,3837.5444788
2010-04-01,OTH,Metro,3570.3090761
2010-07-01,OTH,Metro,3421.6091677
2010-10-01,OTH,Metro,2796.468832
2011-01-01,OTH,Metro,2923.030363
2011-04-01,OTH,Metro,2511.9305328
2011-07-01,OTH,Metro,3848.0496923
2011-10-01,OTH,Metro,3231.6596478
2012-01-01,OTH,Metro,3522.1719196
2012-04-01,OTH,Metro,2928.1717257
2012-07-01,OTH,Metro,3833.7861731
2012-10-01,OTH,Metro,3426.875204
2013-01-01,OTH,Metro,3569.7826916999998
2013-04-01,OTH,Metro,3040.3931456
2013-07-01,OTH,Metro,2872.4453674
2013-10-01,OTH,Metro,2707.7718157
2014-01-01,OTH,Metro,3176.7323739999997
2014-04-01,OTH,Metro,3483.8159825
2014-07-01,OTH,Metro,3698.0007725
2014-10-01,OTH,Metro,3490.8184675
2015-01-01,OTH,Metro,4269.4513855000005
2015-04-01,OTH,Metro,3718.5754758
2015-07-01,OTH,Metro,4419.0106969
2015-10-01,OTH,Metro,3809.9729347
2016-01-01,OTH,Metro,4288.449358100001
2016-04-01,OTH,Metro,3278.0230939
2016-07-01,OTH,Metro,4290.924676600001
2016-10-01,OTH,Metro,4233.8375496
1998-01-01,OTH,NoMet,2073.469372
1998-04-01,OTH,NoMet,1787.9385191
1998-07-01,OTH,NoMet,2345.0206343
1998-10-01,OTH,NoMet,1943.6887213999998
1999-01-01,OTH,NoMet,2165.8378700999997
1999-04-01,OTH,NoMet,1803.9396812000002
1999-07-01,OTH,NoMet,1612.6552162
1999-10-01,OTH,NoMet,1652.280397
2000-01-01,OTH,NoMet,2026.803439
2000-04-01,OTH,NoMet,1716.1138921999998
2000-07-01,OTH,NoMet,1748.9917105000002
2000-10-01,OTH,NoMet,1883.5133912
2001-01-01,OTH,NoMet,1867.3941788999998
2001-04-01,OTH,NoMet,1853.5695158
2001-07-01,OTH,NoMet,1961.2570044
2001-10-01,OTH,NoMet,1411.2940963999997
2002-01-01,OTH,NoMet,1999.5952655000003
2002-04-01,OTH,NoMet,1846.5321916
2002-07-01,OTH,NoMet,1749.3738044999998
2002-10-01,OTH,NoMet,2000.5126599
2003-01-01,OTH,NoMet,2179.9168731
2003-04-01,OTH,NoMet,1803.2189825
2003-07-01,OTH,NoMet,1600.4936397000001
2003-10-01,OTH,NoMet,2003.3628621
2004-01-01,OTH,NoMet,2751.4103786
2004-04-01,OTH,NoMet,1709.8061818
2004-07-01,OTH,NoMet,1737.1135161000002
2004-10-01,OTH,NoMet,1495.824927
2005-01-01,OTH,NoMet,2238.6302032
2005-04-01,OTH,NoMet,1509.0096245
2005-07-01,OTH,NoMet,1740.1454912000002
2005-10-01,OTH,NoMet,1059.1812097
2006-01-01,OTH,NoMet,2232.595269
2006-04-01,OTH,NoMet,1894.5196080000003
2006-07-01,OTH,NoMet,1599.6474630000002
2006-10-01,OTH,NoMet,1349.167665
2007-01-01,OTH,NoMet,2530.3908421
2007-04-01,OTH,NoMet,1591.9737817
2007-07-01,OTH,NoMet,1540.7343499
2007-10-01,OTH,NoMet,1865.3561381000002
2008-01-01,OTH,NoMet,2578.3045082
2008-04-01,OTH,NoMet,2136.0584577
2008-07-01,OTH,NoMet,1783.5714187
2008-10-01,OTH,NoMet,1207.8040996
2009-01-01,OTH,NoMet,1988.4353402000002
2009-04-01,OTH,NoMet,1682.3332209999999
2009-07-01,OTH,NoMet,1516.8819090000002
2009-10-01,OTH,NoMet,1444.9382049
2010-01-01,OTH,NoMet,2151.455388
2010-04-01,OTH,NoMet,1534.2433790999999
2010-07-01,OTH,NoMet,1625.4593029
2010-10-01,OTH,NoMet,1271.2642582
2011-01-01,OTH,NoMet,2048.3842783
2011-04-01,OTH,NoMet,1380.6448768000002
2011-07-01,OTH,NoMet,1783.5730409999999
2011-10-01,OTH,NoMet,1259.9233441
2012-01-01,OTH,NoMet,1948.4483195
2012-04-01,OTH,NoMet,1453.1308050999999
2012-07-01,OTH,NoMet,1779.2883332000001
2012-10-01,OTH,NoMet,1621.0434469
2013-01-01,OTH,NoMet,2093.008732
2013-04-01,OTH,NoMet,1502.4552208000002
2013-07-01,OTH,NoMet,1234.2353383
2013-10-01,OTH,NoMet,1260.3400361
2014-01-01,OTH,NoMet,2235.1585136
2014-04-01,OTH,NoMet,1965.4500477000001
2014-07-01,OTH,NoMet,1683.0199071
2014-10-01,OTH,NoMet,1858.2373549000001
2015-01-01,OTH,NoMet,2574.9353336
2015-04-01,OTH,NoMet,2010.5831637000003
2015-07-01,OTH,NoMet,1819.065986
2015-10-01,OTH,NoMet,2379.3675058000003
2016-01-01,OTH,NoMet,2853.1008383
2016-04-01,OTH,NoMet,1917.0895506999998
2016-07-01,OTH,NoMet,2131.9023115
2016-10-01,OTH,NoMet,2015.2496139
